No,Nama File,Kategori,Kode Kat,Nama Sampah,Nama Folder,Dapat Terurai,Waktu Urai,Daur Ulang,Nilai Jual,Kesulitan Daur Ulang,Nilai Jual (Rp/kg),Biaya Proses (Rp/kg),Emisi CO2e (kg),Potensi Pengolahan,Jenis Bahaya,Metode Pengumpulan,waktu_urai_bulan,kategori_urai,kesulitan_encoded,nj_encoded,bp_encoded,cost_burden,high_cost_burden,potensi_pengolahan_enc,jenis_bahaya_enc,metode_pengumpulan_enc,kategori_enc,env_impact_score,econ_burden_score,recyclability_index
5265,tutup_botol_aluminium_165,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5266,tutup_botol_aluminium_166,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5267,tutup_botol_aluminium_167,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5268,tutup_botol_aluminium_168,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5269,tutup_botol_aluminium_169,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5270,tutup_botol_aluminium_170,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5271,tutup_botol_aluminium_171,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5272,tutup_botol_aluminium_172,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5273,tutup_botol_aluminium_173,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5274,tutup_botol_aluminium_174,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5275,tutup_botol_aluminium_175,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5276,tutup_botol_aluminium_176,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5277,tutup_botol_aluminium_177,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5278,tutup_botol_aluminium_178,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5279,tutup_botol_aluminium_179,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5280,tutup_botol_aluminium_180,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5281,tutup_botol_aluminium_181,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5282,tutup_botol_aluminium_182,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5283,tutup_botol_aluminium_183,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5284,tutup_botol_aluminium_184,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5285,tutup_botol_aluminium_185,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5286,tutup_botol_aluminium_186,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5287,tutup_botol_aluminium_187,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5288,tutup_botol_aluminium_188,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5289,tutup_botol_aluminium_189,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5290,tutup_botol_aluminium_190,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5291,tutup_botol_aluminium_191,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5292,tutup_botol_aluminium_192,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5293,tutup_botol_aluminium_193,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5294,tutup_botol_aluminium_194,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5295,tutup_botol_aluminium_195,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5296,tutup_botol_aluminium_196,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5297,tutup_botol_aluminium_197,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5298,tutup_botol_aluminium_198,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5299,tutup_botol_aluminium_199,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5300,tutup_botol_aluminium_200,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5301,tutup_botol_aluminium_201,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5302,tutup_botol_aluminium_202,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5303,tutup_botol_aluminium_203,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5304,tutup_botol_aluminium_204,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5305,tutup_botol_aluminium_205,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5306,tutup_botol_aluminium_206,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5307,tutup_botol_aluminium_207,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5308,tutup_botol_aluminium_208,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5309,tutup_botol_aluminium_209,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5310,tutup_botol_aluminium_210,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5311,tutup_botol_aluminium_211,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5312,tutup_botol_aluminium_212,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5313,tutup_botol_aluminium_213,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5314,tutup_botol_aluminium_214,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5315,tutup_botol_aluminium_215,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5316,tutup_botol_aluminium_216,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5317,tutup_botol_aluminium_217,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5318,tutup_botol_aluminium_218,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5319,tutup_botol_aluminium_219,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5320,tutup_botol_aluminium_220,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5321,tutup_botol_aluminium_221,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5322,tutup_botol_aluminium_222,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5323,tutup_botol_aluminium_223,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5324,tutup_botol_aluminium_224,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5325,tutup_botol_aluminium_225,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5326,tutup_botol_aluminium_226,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5327,tutup_botol_aluminium_227,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5328,tutup_botol_aluminium_228,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5329,tutup_botol_aluminium_229,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5330,tutup_botol_aluminium_230,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5331,tutup_botol_aluminium_231,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5332,tutup_botol_aluminium_232,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5333,tutup_botol_aluminium_233,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5334,tutup_botol_aluminium_234,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5335,tutup_botol_aluminium_235,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5336,tutup_botol_aluminium_236,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5337,tutup_botol_aluminium_237,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5338,tutup_botol_aluminium_238,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
5339,tutup_botol_aluminium_239,Anorganik,ANO,Tutup botol aluminium,tutup_botol_aluminium,0,80-100 tahun,1,1,Sulit,Sedang (Rp 500-2.000/kg),Tinggi (> Rp 2.000/kg),0.95,Bahan Baku Industri,Fisik,Pengepul,1080.0,Lama,3,2,3,1,0,0,1,2,0,0.44251012285995533,0.6499999999999999,0.6375
